0.0,134.579725142,39.5894122597,138.285321332,51.9445824305,154.050326843,160.373401787,13.5282952881,141.051643569,34.0482437106,138.608061431,49.7652808022,144.583889559
134.579725142,0.0,168.505821164,30.0335063278,139.60742739,50.6582016777,46.6774274105,148.073556149,11.1157939261,149.361374657,13.6523409149,143.343814073,48.8610286429
39.5894122597,168.505821164,0.0,161.020712475,30.3539822188,140.012321004,143.277588559,27.0227077152,162.235516261,19.161950575,176.658362278,26.564296154,142.568232433
138.285321332,30.0335063278,161.020712475,0.0,167.359496855,28.9761315726,29.081289165,146.215485147,36.2794650219,172.256155094,16.3847376018,170.800286612,21.9508909829
51.9445824305,139.60742739,30.3539822188,167.359496855,0.0,146.632003743,144.081529145,45.738037343,131.91576012,18.7681526033,152.711199954,3.78997762845,156.858477157
154.050326843,50.6582016777,140.012321004,28.9761315726,146.632003743,0.0,6.66303181602,150.32336582,50.3972133193,157.180165407,39.5157042733,147.030176451,11.0976222078
160.373401787,46.6774274105,143.277588559,29.081289165,144.081529145,6.66303181602,0.0,156.799764851,45.1773573593,158.106502983,36.8104780789,145.203688245,16.0133648487
13.5282952881,148.073556149,27.0227077152,146.215485147,45.738037343,150.32336582,156.799764851,0.0,154.285135086,26.9762334006,150.715254754,42.7858827347,144.322552861
141.051643569,11.1157939261,162.235516261,36.2794650219,131.91576012,50.3972133193,45.1773573593,154.285135086,0.0,145.576042837,20.9681053085,135.702376015,51.3724960309
34.0482437106,149.361374657,19.161950575,172.256155094,18.7681526033,157.180165407,158.106502983,26.9762334006,145.576042837,0.0,162.294829624,15.9874203752,161.685003014
138.608061431,13.6523409149,176.658362278,16.3847376018,152.711199954,39.5157042733,36.8104780789,150.715254754,20.9681053085,162.294829624,0.0,156.497733886,35.9974840771
49.7652808022,143.343814073,26.564296154,170.800286612,3.78997762845,147.030176451,145.203688245,42.7858827347,135.702376015,15.9874203752,156.497733886,0.0,156.544384078
144.583889559,48.8610286429,142.568232433,21.9508909829,156.858477157,11.0976222078,16.0133648487,144.322552861,51.3724960309,161.685003014,35.9974840771,156.544384078,0.0
