0.000000000000000000e+00,1.270920006364574988e+02,3.868162213991008969e+01,1.383674703367614143e+02,5.005747021889501980e+01,1.642138295129254288e+02,1.689810550322768847e+02,2.339829901846646010e+01,1.337562900251832332e+02,3.450688937599143458e+01,1.432862788222925872e+02,4.118912337722588290e+01,1.548392887695963225e+02
1.270920006364574988e+02,0.000000000000000000e+00,1.602304966079765336e+02,2.136614084718427620e+01,1.235543698999430973e+02,4.880593590276797045e+01,4.898868273101358284e+01,1.503199966873127948e+02,9.328079009946877775e+00,1.388366307800665140e+02,2.310285584261541914e+01,1.369742421139133910e+02,4.921872507394142104e+01
3.868162213991008969e+01,1.602304966079765336e+02,0.000000000000000000e+00,1.752802406183108133e+02,3.916919639031831935e+01,1.495644984551450989e+02,1.482707614070437216e+02,1.904125575018425565e+01,1.607065924398059451e+02,2.173880010552732500e+01,1.746313862796351941e+02,2.484094270802707527e+01,1.504326974293703358e+02
1.383674703367614143e+02,2.136614084718427620e+01,1.752802406183108133e+02,0.000000000000000000e+00,1.442088756215393062e+02,3.180054883278408440e+01,3.375550183645049174e+01,1.565987675330679849e+02,2.254523942487542598e+01,1.600700809746720097e+02,6.525083435336421545e+00,1.581205565301577280e+02,2.942673398416580710e+01
5.005747021889501980e+01,1.235543698999430973e+02,3.916919639031831935e+01,1.442088756215393062e+02,0.000000000000000000e+00,1.455352734974332805e+02,1.407435813562588578e+02,4.932692844564633106e+01,1.217134845812225876e+02,1.987269455190887157e+01,1.435409926011133166e+02,1.500703936288180174e+01,1.550095401186440540e+02
1.642138295129254288e+02,4.880593590276797045e+01,1.495644984551450989e+02,3.180054883278408440e+01,1.455352734974332805e+02,0.000000000000000000e+00,4.888660254162665808e+00,1.563537333562634046e+02,4.472096605476221498e+01,1.603556498120831861e+02,2.802639598272457633e+01,1.541962252399566751e+02,9.474403172943052454e+00
1.689810550322768847e+02,4.898868273101358284e+01,1.482707614070437216e+02,3.375550183645049174e+01,1.407435813562588578e+02,4.888660254162665808e+00,0.000000000000000000e+00,1.582035983116017519e+02,4.416807811823761654e+01,1.561694980270129349e+02,2.967235515745413466e+01,1.497402572807795877e+02,1.429042107574020548e+01
2.339829901846646010e+01,1.503199966873127948e+02,1.904125575018425565e+01,1.565987675330679849e+02,4.932692844564633106e+01,1.563537333562634046e+02,1.582035983116017519e+02,0.000000000000000000e+00,1.566079240341694572e+02,2.954176216537296540e+01,1.607808030530448491e+02,3.545655739858635513e+01,1.508861084527212029e+02
1.337562900251832332e+02,9.328079009946877775e+00,1.607065924398059451e+02,2.254523942487542598e+01,1.217134845812225876e+02,4.472096605476221498e+01,4.416807811823761654e+01,1.566079240341694572e+02,0.000000000000000000e+00,1.391375293496762424e+02,2.226931579841258468e+01,1.359986927262730489e+02,4.686313457294691887e+01
3.450688937599143458e+01,1.388366307800665140e+02,2.173880010552732500e+01,1.600700809746720097e+02,1.987269455190887157e+01,1.603556498120831861e+02,1.561694980270129349e+02,2.954176216537296540e+01,1.391375293496762424e+02,0.000000000000000000e+00,1.611655928371974937e+02,7.707954371145605776e+00,1.676113433926356606e+02
1.432862788222925872e+02,2.310285584261541914e+01,1.746313862796351941e+02,6.525083435336421545e+00,1.435409926011133166e+02,2.802639598272457633e+01,2.967235515745413466e+01,1.607808030530448491e+02,2.226931579841258468e+01,1.611655928371974937e+02,0.000000000000000000e+00,1.580667583781097392e+02,2.678043607588931962e+01
4.118912337722588290e+01,1.369742421139133910e+02,2.484094270802707527e+01,1.581205565301577280e+02,1.500703936288180174e+01,1.541962252399566751e+02,1.497402572807795877e+02,3.545655739858635513e+01,1.359986927262730489e+02,7.707954371145605776e+00,1.580667583781097392e+02,0.000000000000000000e+00,1.625221689420802704e+02
1.548392887695963225e+02,4.921872507394142104e+01,1.504326974293703358e+02,2.942673398416580710e+01,1.550095401186440540e+02,9.474403172943052454e+00,1.429042107574020548e+01,1.508861084527212029e+02,4.686313457294691887e+01,1.676113433926356606e+02,2.678043607588931962e+01,1.625221689420802704e+02,0.000000000000000000e+00
